name,brand,model,version,years,fuel,car_type,power,torque,consumption,zero100,speed_max,price_min,price_max,reliability,comfort,fun,pros,cons,ideal,checks,mods,avoid,verdict
Mini Cabrio Cooper,Mini,Cabrio,Cooper,2012-oggi,Benzina,Compatta sportiva,288,576,7.6,5.3,280,23800,37800,7,7,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Mini Roadster Cooper S,Mini,Roadster,Cooper S,2012-oggi,Diesel,Compatta sportiva,300,600,7.8999999999999995,4.9,280,25000,40000,8,8,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Toyota Yaris Hybrid,Toyota,Yaris,Hybrid,2012-oggi,Ibrida benzina,Compatta sportiva,312,624,8.200000000000001,4.6,280,26200,42200,9,9,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Toyota Aygo 1.0,Toyota,Aygo,1.0,2012-oggi,Benzina,Utilitaria/Compatta,90,180,4.0,10.9,205,19400,28400,9,6,7,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Toyota Corolla Hybrid,Toyota,Corolla,Hybrid,2012-oggi,Ibrida benzina,Compatta sportiva,192,384,6.1,8.0,256,28600,38600,9,7,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Toyota C-HR Hybrid,Toyota,C-HR,Hybrid,2012-oggi,Ibrida benzina,SUV compatto,204,408,6.5,7.7,262,29800,40800,9,8,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Toyota RAV4 Hybrid,Toyota,RAV4,Hybrid,2012-oggi,Ibrida benzina,SUV compatto,216,432,6.8,7.3,268,31000,43000,9,9,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Toyota Prius,Toyota,Prius,Prius,2012-oggi,Benzina,Compatta sportiva,228,456,7.2,7.0,274,32200,45200,9,6,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Toyota Auris Hybrid,Toyota,Auris,Hybrid,2012-oggi,Ibrida benzina,Compatta sportiva,240,480,7.6,6.6,280,33400,47400,9,7,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Toyota GT86,Toyota,GT86,GT86,2012-oggi,Benzina,Compatta sportiva,252,504,7.8999999999999995,6.3,280,34600,49600,9,8,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Toyota Supra 3.0,Toyota,Supra,3.0,2012-oggi,Benzina,Compatta sportiva,264,528,8.200000000000001,6.0,280,35800,51800,9,9,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Toyota Land Cruiser,Toyota,Land,Cruiser,2012-oggi,Diesel,SUV compatto,276,552,5.8,5.6,280,13000,22000,9,6,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Ford Fiesta 1.0 EcoBoost,Ford,Fiesta,1.0 EcoBoost,2012-oggi,Benzina,Utilitaria/Compatta,198,396,4.3,7.8,259,6200,16200,7,7,6,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Ford Focus 1.5 TDCi,Ford,Focus,1.5 TDCi,2012-oggi,Diesel,Utilitaria/Compatta,210,420,4.7,7.5,265,7400,18400,8,8,7,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Ford Focus ST,Ford,Focus,ST,2012-oggi,Benzina,Utilitaria/Compatta,222,444,5.0,7.2,271,8600,20600,9,9,8,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Ford Focus RS,Ford,Focus,RS,2012-oggi,Benzina,Compatta sportiva,180,360,7.2,8.4,250,17800,30800,7,6,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Ford Puma 1.0 EcoBoost,Ford,Puma,1.0 EcoBoost,2012-oggi,Benzina,SUV compatto,102,204,5.8,10.6,211,11000,25000,8,7,5,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Ford Kuga 2.0 TDCi,Ford,Kuga,2.0 TDCi,2012-oggi,Diesel,SUV compatto,114,228,6.1,10.2,217,12200,27200,9,8,6,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Ford Mondeo 2.0 TDCi,Ford,Mondeo,2.0 TDCi,2012-oggi,Diesel,Utilitaria/Compatta,126,252,6.4,9.9,223,13400,29400,7,9,7,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Ford Ka 1.2,Ford,Ka,1.2,2012-oggi,Benzina,Utilitaria/Compatta,138,276,4.0,9.6,229,14600,23600,8,6,8,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Ford Mustang GT,Ford,Mustang,GT,2012-oggi,Benzina,Compatta sportiva,240,480,6.1,6.6,280,23800,33800,9,7,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Ford S-Max 2.0 TDCi,Ford,S-Max,2.0 TDCi,2012-oggi,Diesel,Utilitaria/Compatta,162,324,4.7,8.9,241,17000,28000,7,8,5,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Renault Clio 1.5 dCi,Renault,Clio,1.5 dCi,2012-oggi,Diesel,Utilitaria/Compatta,174,348,5.0,8.5,247,18200,30200,8,9,6,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Renault Clio RS,Renault,Clio,RS,2012-oggi,Benzina,Compatta sportiva,276,552,7.2,5.6,280,27400,40400,9,6,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Renault Megane 1.5 dCi,Renault,Megane,1.5 dCi,2012-oggi,Diesel,Utilitaria/Compatta,198,396,5.8,7.8,259,20600,34600,7,7,8,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Renault Megane RS,Renault,Megane,RS,2012-oggi,Benzina,Compatta sportiva,300,600,7.8999999999999995,4.9,280,29800,44800,8,8,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Renault Captur 1.5 dCi,Renault,Captur,1.5 dCi,2012-oggi,Diesel,SUV compatto,312,624,8.200000000000001,4.6,280,31000,47000,9,9,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Renault Kadjar 1.5 dCi,Renault,Kadjar,1.5 dCi,2012-oggi,Diesel,SUV compatto,180,360,5.8,8.4,250,32200,41200,7,6,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Renault Twingo 1.0,Renault,Twingo,1.0,2012-oggi,Benzina,Utilitaria/Compatta,102,204,4.3,10.6,211,25400,35400,8,7,7,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Renault Scenic 1.5 dCi,Renault,Scenic,1.5 dCi,2012-oggi,Diesel,Utilitaria/Compatta,114,228,4.7,10.2,217,26600,37600,9,8,8,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Renault Zoe,Renault,Zoe,Zoe,2012-oggi,Elettrica,Utilitaria/Compatta,196,392,0,7.9,258,27800,39800,7,9,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Renault Arkana Hybrid,Renault,Arkana,Hybrid,2012-oggi,Ibrida benzina,Compatta sportiva,228,456,7.2,7.0,274,13000,26000,8,6,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
